0.756594,0.0703247
0.756594,0.756594
0.75495,0.139277
0.75495,0.75495
0.715823,0.156549
0.715823,0.715823
0.712736,0.712736
0.681691,0.681691
0.639521,0.639521
0.419806,0.0703247
0.419806,0.419806
0.419805,0.0703247
0.419805,0.419805
0.419805,0.0703247
0.419805,0.419805
0.4198,0.0703247
0.4198,0.4198
0.419795,0.0703247
0.419795,0.419795
0.419079,0.0703247
0.419079,0.419079
0.418186,0.0703247
0.418186,0.418186
0.418186,0.329162
0.418186,0.418186
0.418186,0.329162
0.418186,0.418186
0.418186,0.330437
0.418186,0.418186
0.418186,0.329162
0.418186,0.418186
0.418185,0.330437
0.418185,0.418185
0.41818,0.0703247
0.41818,0.41818
0.416969,0.328204
0.416969,0.416969
0.415465,0.32702
0.415465,0.415465
0.41453,0.0703247
0.41453,0.41453
0.414219,0.329162
0.414219,0.414219
0.412976,0.329162
0.412976,0.412976
0.411307,0.0703247
0.411307,0.411307
0.410181,0.0703247
0.410181,0.410181
0.409886,0.0703247
0.409886,0.409886
0.406749,0.0703247
0.406749,0.406749
0.403719,0.0703247
0.403719,0.403719
0.402864,0.0703247
0.402864,0.402864
0.402679,0.0703247
0.402679,0.402679
0.400846,0.0703247
0.400846,0.400846
0.400828,0.0703247
0.400828,0.400828
0.398972,0.398972
0.398972,0.398972
0.398972,0.398972
0.398966,0.398966
0.398962,0.398962
0.398282,0.398282
0.397433,0.397433
0.397433,0.397433
0.397433,0.397433
0.397433,0.397433
0.397433,0.397433
0.397432,0.397432
0.397427,0.397427
0.396277,0.396277
0.396115,0.0703247
0.396115,0.396115
0.394847,0.394847
0.394064,0.0703247
0.394064,0.394064
0.393958,0.393958
0.393663,0.393663
0.392481,0.392481
0.390895,0.390895
0.389839,0.0703247
0.389839,0.389839
0.389825,0.389825
0.389545,0.389545
0.386563,0.386563
0.386525,0.330432
0.386525,0.386525
0.383684,0.383684
0.382871,0.382871
0.382696,0.382696
0.38198,0.38198
0.38198,0.38198
0.381979,0.381979
0.381974,0.381974
0.38197,0.38197
0.381319,0.381319
0.380954,0.380954
0.380936,0.380936
0.380506,0.380506
0.380506,0.380506
0.380506,0.380506
0.380506,0.380506
0.380506,0.380506
0.380505,0.380505
0.380501,0.380501
0.379399,0.379399
0.37803,0.37803
0.37718,0.37718
0.376896,0.376896
0.376457,0.376457
0.375765,0.375765
0.374508,0.374508
0.374294,0.0703247
0.374294,0.374294
0.374247,0.374247
0.373222,0.373222
0.372954,0.372954
0.370769,0.0703247
0.370769,0.370769
0.370493,0.370493
0.370099,0.370099
0.369562,0.0703247
0.369562,0.369562
0.368435,0.0703247
0.368435,0.368435
0.367343,0.367343
0.367343,0.367343
0.366564,0.366564
0.366396,0.366396
0.366305,0.329865
0.366305,0.366305
0.366155,0.0703247
0.366155,0.366155
0.364729,0.364729
0.364712,0.364712
0.360423,0.360423
0.360151,0.360151
0.360151,0.360151
0.360151,0.360151
0.360146,0.360146
0.360142,0.360142
0.359528,0.359528
0.358762,0.358762
0.358762,0.358762
0.358762,0.358762
0.358761,0.358761
0.358761,0.358761
0.358761,0.358761
0.358757,0.358757
0.358558,0.358558
0.357718,0.357718
0.356427,0.356427
0.355719,0.355719
0.355625,0.355625
0.355358,0.355358
0.354713,0.354713
0.354292,0.354292
0.35286,0.35286
0.352369,0.352369
0.351894,0.351894
0.351783,0.0703247
0.351783,0.351783
0.351697,0.351697
0.351641,0.351641
0.351222,0.351222
0.350151,0.350151
0.348949,0.348949
0.348126,0.348126
0.347984,0.347984
0.346895,0.346895
0.346895,0.346895
0.346894,0.346894
0.34689,0.34689
0.346886,0.346886
0.346351,0.346351
0.346294,0.346294
0.345617,0.345617
0.345557,0.345557
0.345557,0.345557
0.345556,0.345556
0.345556,0.345556
0.345556,0.345556
0.345556,0.345556
0.345552,0.345552
0.345458,0.345458
0.344551,0.344551
0.343886,0.343886
0.34387,0.34387
0.343308,0.343308
0.342535,0.342535
0.342278,0.342278
0.341251,0.341251
0.340569,0.340569
0.340251,0.0703247
0.340251,0.340251
0.339872,0.339872
0.339827,0.339827
0.338941,0.338941
0.338698,0.338698
0.338067,0.338067
0.337361,0.337361
0.336377,0.0703247
0.336377,0.336377
0.336263,0.336263
0.336105,0.336105
0.335855,0.0703247
0.335855,0.335855
0.335238,0.335238
0.334443,0.334443
0.334325,0.334325
0.333966,0.0703247
0.333966,0.333966
0.333602,0.333602
0.3333,0.3333
0.333163,0.333163
0.332895,0.332895
0.332743,0.332743
0.331599,0.331599
0.331228,0.331228
0.331213,0.331213
0.330584,0.0703247
0.330584,0.330584
0.330515,0.0703247
0.330515,0.330515
0.330437,0.330437
0.330428,0.330428
0.329161,0.329161
0.329157,0.329157
0.32905,0.0703247
0.32905,0.32905
0.327318,0.327318
0.326284,0.326284
0.185343,0.146151
0.185343,0.185343
0.179972,0.16397
0.179972,0.179972
0.179855,0.150513
0.179855,0.179855
0.178154,0.178154
0.177535,0.177535
0.175279,0.157995
0.175279,0.175279
0.172906,0.148514
0.172906,0.172906
0.171947,0.171947
0.170987,0.158251
0.170987,0.170987
0.170927,0.170927
0.167726,0.147674
0.167726,0.167726
0.167226,0.167226
0.166499,0.166499
0.166264,0.151886
0.166264,0.166264
0.165689,0.165689
0.165565,0.165565
0.165475,0.165475
0.164891,0.164891
0.164157,0.164157
0.163737,0.163737
0.163685,0.163685
0.163448,0.163448
0.163235,0.163235
0.163039,0.163039
0.162531,0.162531
0.161577,0.161577
0.161554,0.143054
0.161554,0.161554
0.161124,0.161124
0.160647,0.160647
0.160553,0.160553
0.160511,0.160511
0.16043,0.16043
0.160277,0.151373
0.160277,0.160277
0.160159,0.160159
0.160152,0.160152
0.159772,0.159772
0.159201,0.159201
0.159017,0.159017
0.158679,0.158679
0.158674,0.158674
0.158597,0.158597
0.157952,0.157952
0.157794,0.157794
0.157772,0.157772
0.157724,0.157724
0.157567,0.143997
0.157567,0.157567
0.15746,0.15746
0.157223,0.157223
0.156514,0.156514
0.156475,0.156475
0.156353,0.156353
0.156284,0.156284
0.156249,0.156249
0.156116,0.156116
0.155885,0.155885
0.155783,0.155783
0.155772,0.155772
0.155726,0.144416
0.155726,0.155726
0.155309,0.155309
0.155291,0.155291
0.155137,0.155137
0.154985,0.154985
0.154819,0.154819
0.154787,0.154787
0.154777,0.130372
0.154777,0.154777
0.154755,0.154755
0.154706,0.154706
0.154557,0.154557
0.154405,0.154405
0.154196,0.142878
0.154196,0.154196
0.154143,0.154143
0.154133,0.154133
0.154101,0.154101
0.154075,0.154075
0.153994,0.153994
0.153955,0.153955
0.153933,0.153933
0.153912,0.153912
0.153831,0.153831
0.153824,0.153824
0.153793,0.153793
0.153604,0.153604
0.153474,0.153474
0.153449,0.153449
0.153363,0.153363
0.153354,0.153354
0.153328,0.153328
0.153029,0.153029
0.153012,0.153012
0.153003,0.153003
0.152936,0.152936
0.152806,0.152806
0.152801,0.152801
0.152659,0.152659
0.152585,0.152585
